cost,weight,type
0.7930620772453574,0.7756196090828531,1
0.7693261048348911,0.8197649746413445,1
0.8201105489317281,0.7422786572743028,1
0.7564050227475353,0.7499867871440884,1
0.7776872180644134,0.7753888132892449,1
0.8803141884215329,0.903091765634817,1
0.8288648549447523,0.9076838111031369,1
0.7285608258488455,0.7326006976132027,1
0.8392174298322224,0.6744236138948966,1
0.78862726442278,0.7917153791348005,1
0.7945050733942379,0.7123525562438945,1
0.7445365644727573,0.7056433255367958,1
0.8209384766186522,0.7997553617316767,1
0.824331241183456,0.828323749285233,1
0.8726708707748881,0.7374186248852272,1
0.7432306944268238,0.7860252618572413,1
0.7276665390991618,0.7645567583460967,1
0.7935281931774889,0.7522008890915383,1
0.8278410296187789,0.8277788043104406,1
0.7958038122723453,0.7938265670017713,1
0.8651332697735706,0.7029743898459996,1
0.8163897072554008,0.6704012594835275,1
0.7740728411626436,0.7015448474842674,1
0.8454346874795103,0.6544812742381254,1
0.7989709290911131,0.778575306436939,1
0.7670450513293038,0.6181381255044374,1
0.7709597602219483,0.6666922522405626,1
0.8581473826584399,0.8258929460325733,1
0.7213559882405519,0.7536469834904973,1
0.8726981445741214,0.6406942973676116,1
0.9396934403719329,0.7766700120883206,1
0.8768290538368773,0.6841793615952241,1
0.7986027687116695,0.8340700401360592,1
0.76614035959828,0.7994943458971393,1
0.8250676202964231,0.7153465967876841,1
0.8512170890264404,0.7698021960932155,1
0.8619731868658291,0.6740337337707996,1
0.7956950477485326,0.8323829552976213,1
0.7855304493078173,0.9552009103908488,1
0.8463500071343848,0.8332590606542182,1
0.842555836823385,0.7986699836578539,1
0.7858069084949415,0.6788020442563554,1
0.7542286040924067,0.7676945408488326,1
0.9354116424209031,0.7132474213883674,1
0.8052607373186734,0.8501150047831502,1
0.9993399330610773,0.8450871440195588,1
0.8329724914034001,0.807370772166854,1
0.8525547470833847,0.8843269851187827,1
0.7930962652549405,0.7422853741313318,1
0.7777856808487192,0.6334790464454653,1
0.8110562745186358,0.8398872282519478,1
0.830213269603775,0.8007280763956384,1
0.7723193249990251,0.7784006077816789,1
0.9026479063047618,0.8502913467891817,1
0.8134413853189161,0.7774138695254758,1
0.8421250116433224,0.8450305550391196,1
0.8549162544064384,0.7388909131988074,1
0.8154309631874618,0.7181950925054028,1
0.8308034044147323,0.7093724949822479,1
0.8529435633108874,0.6636635872320704,1
0.7713179989115346,0.7869004721498526,1
0.8495779857623255,0.6768616413552103,1
0.7391206295406925,0.6650800786082189,1
0.7956464088747304,0.67577029526502,1
0.8131687969524316,0.7842830076231393,1
0.7266451107792433,0.8169638054318877,1
0.7626825571669372,0.7420032096407426,1
0.8889756052130188,0.70925446561948,1
0.7762836513185059,0.7032315933504532,1
0.7927866609503805,0.7798011674619768,1
0.843324704196323,0.7056934751521966,1
0.837184267450957,0.7522276590374375,1
0.8415919471225972,0.8417313054303575,1
0.7514928316553874,0.7268245511720055,1
0.6563084079920544,0.7944149602434702,1
0.8068403687977255,0.694374257817969,1
0.7646567804311525,0.7958595547456012,1
0.7736243197337586,0.7476333930793154,1
0.8390700259299044,0.7649101363650748,1
0.7038539792030936,0.8209928279591778,1
0.7087276281735361,0.772548620176199,1
0.78716270868573,0.7390114239270813,1
0.7798720726247468,0.7392216919598904,1
0.9123926770651052,0.7420807550821819,1
0.8102252061852012,0.7940345032156569,1
0.8611934626414957,0.8870876798228062,1
0.8040287061315481,0.7044833192876321,1
0.7936845806156085,0.7193480290783798,1
0.8137753352449003,0.8678126280916667,1
0.8248022887834762,0.8034521194479614,1
0.7905440403396305,0.7686937551670937,1
0.8288888893444164,0.8483200171010389,1
0.7565730750166194,0.7104794936146696,1
0.867360089894969,0.8806602153692878,1
0.7211810412124775,0.686481380870377,1
0.8470747004687691,0.7238357885148017,1
0.8664877592419469,0.7891450971085296,1
0.9159506854218613,0.869992545906016,1
0.7021096590439785,0.7515383478851891,1
0.8786292353093879,0.6614076432587775,1
0.9551675044813799,0.6518111183579968,1
0.8845977190398606,0.7154995840486443,1
0.7387236048392716,0.7427382731850101,1
0.9007538690277478,0.8742764052246332,1
0.76504292733356,0.8155483957760142,1
0.9195587600829922,0.604299669161697,1
0.8453258182176053,0.7696005929001323,1
0.7284959286306022,0.6876960668886187,1
0.7892736585518828,0.8078154312038737,1
0.8287436056403386,0.6615193279693425,1
0.8288168923797743,0.724570939017637,1
0.7718395572046922,0.7772109176437749,1
0.8441253565877554,0.7390398062066829,1
0.7948435180806397,0.8605781482484786,1
0.797626733880951,0.8080763650647294,1
0.7367108020468895,0.8589807365253896,1
0.8587239553827035,0.6874113274274415,1
0.7925460341608883,0.8025384562981528,1
0.8250538651923883,0.8618518254083645,1
0.887468262469009,0.7513286863468506,1
0.7422508157081183,0.7446618388026703,1
0.9015308595878724,0.8590401170420224,1
0.8573180095858427,0.8219106219179018,1
0.6926956676379393,0.9817040186625493,1
0.779793658207564,0.7297131026647279,1
0.8548317128108561,0.7386228947071066,1
0.859114291808803,0.7783734069200735,1
0.7262223728761641,0.8040835593963004,1
0.8030307316630108,0.7674157738350325,1
0.8750936603557423,0.8050017748548346,1
0.9022311863532144,0.7439837021033417,1
0.8027469842009216,0.7136374787528577,1
0.8110250685521659,0.8233818307267117,1
0.6807795280947747,0.7036882061442467,1
0.8525521106759761,0.7325948608655016,1
0.823406174900964,0.856764669978955,1
0.7645425485789226,0.7172856094594945,1
0.8247490997876926,0.8166930203284232,1
0.8401397489841791,0.8303400825247329,1
0.7658800779576392,0.7207231708246536,1
0.849682043057019,0.7508898468873687,1
0.7998349345620561,0.6971140331707,1
0.7349400774147071,0.7650646384775215,1
0.7669859117136196,0.8162453825450439,1
0.7695188513536209,0.76608414128205,1
0.742758967525462,0.7496912626049799,1
0.7595272877226662,0.8347929815451786,1
0.8735369036760467,0.7511956901406233,1
0.6798248777899852,0.7100500805747286,1
0.8436137035256115,0.7393058866854584,1
0.8531390419975676,0.7243861886165731,1
0.7432908709496217,0.6092214343797502,1
0.9539039441359576,0.7637226556394486,1
0.8424493331461075,0.755399407999916,1
0.7444747854571476,0.8493397242858962,1
0.8142918421694921,0.6908811171887362,1
0.7833635573303124,0.7918233656137842,1
0.7924398746230569,0.8236335320247065,1
0.714321164496185,0.8410998051095097,1
0.8635680293083997,0.7605910560570568,1
0.7155876575081921,0.8063531625112759,1
0.8228614246016561,0.7192343243812078,1
0.8686253021097329,0.7375054953868575,1
0.7427049211735804,0.6782875187179355,1
0.8259504427137762,0.7283871091256332,1
0.7760241671836251,0.8028962714196015,1
0.7559569232635366,0.8793340728374874,1
0.8843752418655041,0.7593205587006016,1
0.7406328441022528,0.5915694017313939,1
0.880246805917985,0.8657919524625308,1
0.8028208754287757,0.872422356058597,1
0.8568834048569065,0.8744333759634324,1
0.7239475258506739,0.6915756020988396,1
0.7011649977606772,0.7503413432578054,1
0.7775378211458254,0.7295234676292004,1
0.7507988864323833,0.8662736835433094,1
0.9195230339197111,0.8811545648583147,1
0.8590536065581281,0.7450212230554754,1
0.8206508987349014,0.7838999246681247,1
0.8145816075831132,0.750726987336503,1
0.8484023500528659,0.690235187838247,1
0.8551881993817844,0.6978030657232052,1
0.841442440977141,0.7529979485559922,1
0.8002319742260624,0.8342611329738209,1
0.834515244600156,0.7315823911813287,1
0.6969910381494719,0.7059234938574557,1
0.7846817655235183,0.7970830545962747,1
0.8767749955149278,0.7730442513348199,1
0.7544201296642318,0.8912256021709817,1
0.8414350105576219,0.7887818811399722,1
0.7271644097221241,0.7839297614267036,1
0.8372285836340647,0.7100325875017885,1
0.8304215472853335,0.7954324286606098,1
0.8414253581942879,0.8603583756995795,1
0.8388942873811049,0.7806355714772935,1
0.7422363872877755,0.6965724352699593,1
0.7478907135991912,0.7769613022436586,1
0.9153965535820004,0.7071319482142451,1
0.9246993206153167,0.85740211339174,1
0.7777632055503717,0.7492058349542494,1
0.8199902138412345,0.7899589190831773,1
0.8649018988389199,0.7631390179790521,1
0.7851441063955514,0.7632178129652634,1
0.7260522632516955,0.7502454373732518,1
0.7926092974648917,0.7763980472284884,1
0.792901645420617,0.814666305786763,1
0.8157123241173055,0.8202324373165877,1
0.8397122709342943,0.740509171715403,1
0.826591477245071,0.6746639363596433,1
0.8642165481245178,0.8420978385636502,1
0.8078553781688448,0.7798216426045337,1
0.9200173977153341,0.7611970248992537,1
0.7698776975241429,0.8619274189899725,1
0.7579206667334885,0.6614914181461642,1
0.829093308175403,0.6455736096343422,1
0.8852126019657687,0.8665744034414454,1
0.8166357639668498,0.708757532851721,1
0.8582051187836874,0.7572586719106484,1
0.8458428413513669,0.8253484596672992,1
0.6696495062883489,0.6521950332351076,1
0.7449773278015204,0.759344136657793,1
0.7513743848430716,0.6932750688403762,1
0.8593587355536301,0.8934181444862188,1
0.8436757593490367,0.6892079274432551,1
0.7475415931086682,0.8000636664108928,1
0.6826509509214044,0.6810160354285599,1
0.8494683145058859,0.9154913944347229,1
0.8096151576703826,0.8424206066128336,1
0.7214286630102766,0.8671781656407457,1
0.783980283646644,0.8394766741437277,1
0.8291421325852548,0.8172729353866846,1
0.7655651230328218,0.7921518380342498,1
0.7159228553137326,0.7977927838418284,1
0.8245769343040983,0.6225241351082136,1
0.7823007484863876,0.7815961435126869,1
0.8524469835564831,0.8146091562835802,1
0.8292782232773466,0.6917180574033056,1
0.8815586744640903,0.7697948688645823,1
0.7641722769787899,0.7430689057227686,1
0.8132402268351169,0.7513986281754181,1
0.8068245159393281,0.7473414133480728,1
0.8753186273041782,0.6931932530132118,1
0.6743515239394673,0.7289828932917312,1
0.8265276094526491,0.7902351665140119,1
0.7668157766527572,0.6983804767070352,1
0.8289689331870637,0.7802103529420348,1
0.8164177411539323,0.8012474405967946,1
0.8293721239696042,0.7634258228446873,1
0.7727459307302266,0.7252917048009292,1
0.834974245823304,0.7886814163001779,1
0.8113295047800003,0.732636392720656,1
0.8311228137009894,0.7285602032014579,1
0.7503688303291696,0.7331860218267163,1
0.8507386648722056,0.8131934962756515,1
0.8937446372881037,0.7734215983476074,1
0.8377614326935715,0.7244964686970213,1
0.8210163568715642,0.7290565311363747,1
0.8553109180120075,0.6694950731089339,1
0.8666426294739865,0.779073035124839,1
0.858236809537898,0.8620102279172155,1
0.84841244979748,0.7596031341673523,1
0.7868050505444261,0.7121443541694192,1
0.8630330735169792,0.8825159843210153,1
0.6987309323760585,0.8735994455122911,1
0.8058232182807483,0.7523453660442402,1
0.7887103202337096,0.8027379730394817,1
0.718722244171752,0.9723359704756047,1
0.8458894812238646,0.8166906381067622,1
0.8040142148683499,0.7049139663638107,1
0.8151898456251941,0.7332013359505718,1
0.9209640131121856,0.701363658507356,1
0.7914836457655915,0.7584328524063881,1
0.7295323509565611,0.8300023553863574,1
0.7025722946789287,0.8093767639832828,1
0.8236493797437854,0.725195792269861,1
0.804473479432987,0.801181087332315,1
0.8865346929496816,0.8874675591577127,1
0.7411555590032012,0.638181702104466,1
0.9572672294165564,0.6403210241144884,1
0.8474339745692112,0.7425324040372113,1
0.7736148633802834,0.8144316046118644,1
0.7575591213127023,0.7678346045157421,1
0.8024188008550475,0.6633073323799586,1
0.8557039177781675,0.6900911406934985,1
0.9156211539471139,0.6689888778689977,1
0.8976918733434387,0.7739656194568497,1
0.8618595819458945,0.7857260269012754,1
0.8914820042204333,0.8167699570598865,1
0.872089580347696,0.7443127422469421,1
0.8361399658279405,0.7960632510369535,1
0.7988046798134747,0.7277055145770072,1
0.8755012217092479,0.7056079904488914,1
0.7775200874905417,0.8527186777917615,1
0.7691235144317441,0.7566861732550927,1
0.7485032892945515,0.9091393839860027,1
0.8103839517266562,0.7582901899522124,1
0.7305320147009011,0.6867065226954395,1
0.8362448550423381,0.8684607391606217,1
0.858862477494795,0.8143081660938444,1
0.8022875744992136,0.730192727354207,1
0.7899475539115053,0.7640782403013229,1
0.8210091643571404,0.7271986413925665,1
0.795248314348509,0.7548241726419129,1
0.7308569436846214,0.6497337933759132,1
0.8332063521121308,0.7977234568158748,1
0.7432852794317514,0.7895093726423128,1
0.8115118104071873,0.8384762800690988,1
0.7962746144859774,0.7594948186858884,1
0.8538952166099782,0.7112481924006941,1
0.8029747057611848,0.7247864062866078,1
0.6843241359607511,0.7061431235062872,1
0.8235828082123242,0.7147834508861313,1
0.7108100488796067,0.7673499960479544,1
0.8933665507300274,0.6999830704961225,1
0.8439865516828149,0.700173458249445,1
0.7566646580045202,0.7998529940484362,1
0.8393497215240809,0.7153217410380323,1
0.8544638890895664,0.6590504180321295,1
0.7556350212106828,0.8983161860776322,1
0.7864891439992273,0.7243403110485263,1
0.7893274236071737,0.7255327223803432,1
0.834092422906603,0.8285211053553921,1
0.8185093129767527,0.7937822341945274,1
0.8156374438626084,0.8793000066800237,1
0.8096301022998941,0.761876992159519,1
0.8360451060340094,0.817141919287976,1
0.8550606418516976,0.7000341927181816,1
0.8059683433814294,0.8379602302632965,1
0.8690880095650896,0.751013974981294,1
0.8699115726660818,0.7876252529819289,1
0.9021707225487922,0.745644457327482,1
0.8531959372255594,0.8579221156583124,1
0.7634108564842136,0.818418930228884,1
0.7770516134550748,0.8341592308252122,1
0.7417964169759971,0.7933315999407492,1
0.7823649858546493,0.7434110998729312,1
0.7852145981241818,0.8137787097139194,1
0.7489824750443429,0.6806198798867883,1
0.7545464767212235,0.6533194230272426,1
0.7467721047884686,0.7558600424890084,1
0.7950607089738525,0.8756144261860406,1
0.7254858456336087,0.6853315543124257,1
0.7693313043330445,0.7323776162077119,1
0.8409609360267348,0.7724027629639346,1
0.7174973172198007,0.7518359223202211,1
0.7308257317331184,0.7169664665302299,1
0.7968813652471478,0.767365705639437,1
0.9178995815191019,0.8039931872891504,1
0.9118179342649397,0.8167507586020373,1
0.8277668496130414,0.723340815361141,1
0.7504311375240165,0.7473776501464781,1
0.8324405595503304,0.7642074673798124,1
0.8226584047723307,0.7985877308223448,1
0.7462990147956486,0.7111023501430879,1
0.7951500715141967,0.7779246669229986,1
0.8131971749904091,0.7257904515133383,1
0.848501104607572,0.7534943291091509,1
0.8432798134499664,0.8000687111155862,1
0.8250297006182381,0.7319373704564849,1
0.7632257977414577,0.7868065125863676,1
0.8041735304842785,0.7481079392776514,1
0.8143388531140888,0.782710273855433,1
0.8198057940008417,0.7067790509598336,1
0.8962289215954595,0.853903770756965,1
0.8042344401737218,0.8585058070447033,1
0.7677791381743083,0.801420176868576,1
0.7622515404657916,0.7520846138547874,1
0.743640045305449,0.7455714320699479,1
0.7407069507913254,0.7833679304273187,1
0.8031545590207535,0.6660832437256213,1
0.7989295021830941,0.743540335259564,1
0.6939256684023328,0.8420507889935029,1
0.7475705442136361,0.7946100825307978,1
0.7794919077636678,0.8041066355416285,1
0.7608417911799218,0.7842155554682212,1
0.8484843165876359,0.8283670657295968,1
0.7223102644807256,0.830819994675975,1
0.7426054768437237,0.8671613549433198,1
0.8922489803226767,0.7914127284241298,1
0.7685240324941792,0.7233452142461517,1
0.8437911582828669,0.8041878459820748,1
0.788844450827217,0.6309195273420761,1
0.7197451911940085,0.8567145823976917,1
0.7469241889872533,0.778524060700481,1
0.7550103677170231,0.8500783232221332,1
0.8204448160645057,0.7354047940585295,1
0.6993169001072008,0.6610820559795889,1
0.8647964141136549,0.7542597234695935,1
0.7439570201791895,0.7206484302124382,1
0.7117832198716302,0.7937446736319348,1
0.7539986935060143,0.8581643429034106,1
0.7789417380162127,0.7551237100143003,1
0.8577104347887538,0.8289823114447529,1
0.871699010505277,0.7892240266866646,1
0.7821683236275261,0.7783744088821716,1
0.8673448250661463,0.7832917663531948,1
0.8946693833712844,0.8171472924412733,1
0.8990371892511885,0.6426212997872728,1
0.726372568796771,0.8042661862359025,1
0.8519982257187612,0.9227118966573961,1
0.7613437634498206,0.7859441488990117,1
0.6892181714527291,0.8318734284921676,1
0.8382419695647532,0.6561666138125657,1
0.872498488333817,0.7037885197758305,1
0.784899924495955,0.6739634989417068,1
0.8835093765452934,0.7555750111350583,1
0.746181015364613,0.7763111545718092,1
0.7819877267275024,0.748594787067033,1
0.7392725611211142,0.7014092713225653,1
0.7902713098285921,0.6767006383974644,1
0.7992232536292562,0.7501826909507752,1
0.8297533167602457,0.8060564476921513,1
0.7658868604972445,0.8522495955824245,1
0.75203225826709,0.757698505577961,1
0.8660005101553074,0.7228985097442183,1
0.8170797158223935,0.6399501663155999,1
0.9057507962290775,0.74645775201196,1
0.7208324952852037,0.7162016077681004,1
0.8391566488210067,0.7872438837199662,1
0.7207810584080787,0.6534713163826505,1
0.7826550086247257,0.8103252288381871,1
0.8392577794341491,0.7210647424179348,1
0.7487517834110338,0.7408015951015049,1
0.8494248167761564,0.7644692248546204,1
0.8096263377136057,0.7980138862475528,1
0.8442030737484955,0.7439196917353103,1
0.8496058610574602,0.8587132735715464,1
0.7465718545335548,0.8324983853192467,1
0.8199881564858499,0.6581812206198601,1
0.8760489301115343,0.7914293286485886,1
0.8474795371356169,0.7776330682586011,1
0.6567933274042695,0.8061258478297669,1
0.705319648156439,0.7063961723851471,1
0.7059987355329217,0.7227768846169716,1
0.8028491053371656,0.742764183515002,1
0.8577042462637577,0.8348188868902847,1
0.841647058810503,0.8405509780162282,1
0.8924111148895459,0.9326371831020345,1
0.7553350154041527,0.7226082425982755,1
0.7256021393299991,0.7378516248276268,1
0.7131516709277093,0.7964655784215446,1
0.8424041476368338,0.737281038152814,1
0.9107295064836401,0.8080673230352913,1
0.7390645707211807,0.6479175329694754,1
0.8720043938647174,0.7732455748204072,1
0.812964710290823,0.7265463596356071,1
0.8310838930258929,0.8317217661031471,1
0.8209778985403325,0.7690562256182469,1
0.8260445035056895,0.791786584355046,1
0.8438202664949737,0.750623877183839,1
0.897210595824319,0.8267397496750288,1
0.8390709910166122,0.7261478467966052,1
0.6941587570416974,0.8051399835902533,1
0.8751147830364407,0.6866129984786704,1
0.8081265450897915,0.7125851321957024,1
0.8265458084443145,0.7417077332888663,1
0.8030073002555066,0.6471079149154054,1
0.7923680257880026,0.699681338666116,1
0.8867860838225443,0.7595773202118243,1
0.8081032244054129,0.7763768393076808,1
0.6997938250104572,0.765035122967155,1
0.7876899003919942,0.6507743584318014,1
0.71968374135526,0.6402144871295958,1
0.7784813542502466,0.8015071110659723,1
0.6977251534233876,0.7326065753477449,1
0.8683240454311291,0.8411413275487678,1
